"标签名","学校名"
海外院校,朝鲜社会科学院
海外院校,金亨稷师范大学
海外院校,金日成综合大学
海外院校,平壤建设建材大学
海外院校,轻工业大学
海外院校,沙里院农业大学
海外院校,咸兴建设单科大学
海外院校,奥胡斯建筑学院
海外院校,北丹麦大学学院
海外院校,丹麦皇家学院-建筑、设计与修复学院
海外院校,丹麦皇家音乐学院
海外院校,EA西南商业学院
海外院校,哥本哈根设计与技术学院
海外院校,哥本哈根信息技术大学
海外院校,哥本哈根商业学院
海外院校,皇家音乐学院
海外院校,科灵设计学院
海外院校,VIA大学学院
海外院校,西兰商务与技术学院
海外院校,押沙龙大学学院
海外院校,洛美大学
海外院校,慈母与导师天主教宗座大学
海外院校,安斯巴赫应用技术大学
海外院校,奥登堡/艾尔斯弗雷特/威廉港应用技术大学
海外院校,阿伦应用技术大学
海外院校,阿兰努斯艺术与社会科学学院
海外院校,奥格斯堡应用技术大学
海外院校,奥格斯堡大学
海外院校,奥芬巴赫设计学院
海外院校,奥芬堡应用技术大学
海外院校,奥登堡大学
海外院校,奥斯纳布吕克应用技术大学
海外院校,奥斯纳布吕克大学
海外院校,奥特斯贝格艺术学院
海外院校,阿尔布施塔特-锡格马林根应用技术大学
海外院校,安哈尔特应用技术大学
海外院校,埃伯斯瓦尔德应用技术大学
海外院校,艾希施泰特天主教大学
海外院校,艾母登/里尔应用技术大学
海外院校,埃尔福特应用技术大学
海外院校,埃尔福特大学
海外院校,埃森经济与管理应用技术大学
海外院校,埃斯林根应用技术大学
海外院校,奥德河畔法兰克福欧洲大学
海外院校,埃森造型艺术学院
海外院校,阿沙芬堡应用技术大学
海外院校,安贝格-魏登应用技术大学
海外院校,北黑森应用技术大学
海外院校,班贝格大学
海外院校,柏林bbw应用技术大学
海外院校,柏林巴德学院——欧洲人文科学学院
海外院校,柏林欧洲管理与技术学院
海外院校,波茨坦应用技术大学
海外院校,波恩-莱茵-锡格应用技术大学
海外院校,巴登符腾堡双元制应用技术大学
海外院校,北豪森应用技术大学
海外院校,柏林媒体、通信与经济应用技术大学
海外院校,柏林音乐学院
海外院校,柏林工程与经济应用技术大学
海外院校,柏林经济与法律应用技术大学
海外院校,柏林白湖艺术学院
海外院校,柏林SRH应用技术大学
海外院校,柏林斯泰恩拜斯应用技术大学
海外院校,柏林艺术大学
海外院校,比勒菲尔德应用技术大学
海外院校,柏林欧洲经济学院
海外院校,比勒费尔德中等企业应用技术大学
海外院校,比勒菲尔德大学
海外院校,波鸿应用技术大学
海外院校,勃兰登堡应用技术大学
海外院校,布伦瑞克造型艺术学院
海外院校,不来梅应用技术大学
海外院校,不来梅艺术学院
海外院校,不来梅雅格布大学
海外院校,不来梅哈芬应用技术大学
海外院校,布鲁赫欧洲应用技术大学
海外院校,巴特洪堡应用技术大学
海外院校,宾根应用技术大学
海外院校,柏林国际应用技术大学
海外院校,柏林媒体设计学院
海外院校,柏林商学院
海外院校,Barenboim-Said学院
海外院校,柏林赫尔梯学院
海外院校,波恩储蓄银行财团学院
海外院校,柏林工程应用技术大学
海外院校,北方经济应用技术大学
海外院校,柏林表演艺术学院
海外院校,比伯拉赫应用技术大学
海外院校,茨维考西萨克森应用技术大学
海外院校,东威斯特法伦-利普应用技术大学
海外院校,东法利亚应用技术大学
海外院校,达姆斯塔特新教应用技术大学
海外院校,达姆施塔特应用技术大学
海外院校,代根多夫应用技术大学
海外院校,代特莫尔德音乐学院
海外院校,多特蒙德应用技术大学
海外院校,多特蒙德国际管理学院
海外院校,德累斯顿国际大学
海外院校,德累斯顿应用技术大学
海外院校,德累斯顿音乐学院
海外院校,德累斯顿工程和经济应用技术大学
海外院校,杜塞尔多夫应用技术大学
海外院校,杜塞尔多夫艺术学院
海外院校,杜塞尔多夫罗伯特-舒曼音乐学院
海外院校,EBS经济与法律大学
海外院校,弗赖堡音乐学院
海外院校,费森尤斯应用技术大学
海外院校,法伦达尔WHU管理学院
海外院校,富克旺根艺术大学
海外院校,法兰克福应用技术大学
海外院校,法兰克福金融与管理学院
海外院校,法兰克福造型艺术学院
海外院校,法兰克福音乐和表演艺术学院
海外院校,弗赖贝格工业大学
海外院校,弗赖堡大学
海外院校,富尔达应用技术大学
海外院校,费希塔/迪普霍尔茨应用技术大学
海外院校,富特旺根应用技术大学
海外院校,弗赖堡教育学院
海外院校,弗伦斯堡大学
海外院校,弗伦斯堡应用技术大学
海外院校,国立曼海姆音乐与表演艺术学院
海外院校,哥廷根私立应用技术大学
海外院校,盖森海姆应用技术大学
海外院校,汉堡品牌应用技术大学
海外院校,汉堡国防大学
海外院校,汉姆-利普斯塔特应用技术大学
海外院校,汉诺威音乐、戏剧与媒体学院
海外院校,汉诺威应用技术大学
海外院校,汉诺威医学院
海外院校,汉诺威兽医学院
海外院校,海德堡教育学院
海外院校,海德堡应用技术大学
海外院校,海尔布隆应用技术大学
海外院校,霍夫应用技术大学
海外院校,汉诺威莱伯尼茨应用技术大学
海外院校,哈勒艺术和设计学院
海外院校,哈勒－维腾贝格大学
海外院校,汉堡法学院
海外院校,汉堡港口城市大学
海外院校,汉堡工商管理学院
海外院校,汉堡应用技术大学
海外院校,汉堡造型艺术学院
海外院校,汉堡音乐与戏剧学院
海外院校,汉堡物流与企业管理学院
海外院校,哈尔茨应用技术大学
海外院校,IU国际应用技术大学
海外院校,IST管理学院
海外院校,基尔应用技术大学
海外院校,基尔艺术学院
海外院校,凯泽斯劳滕应用技术大学
海外院校,卡尔斯鲁厄音乐学院
海外院校,卡尔斯鲁厄应用技术大学
海外院校,卡尔斯鲁厄国立造型艺术学院
海外院校,卡尔斯鲁厄国立设计学院
海外院校,卡塞尔CVJM应用技术大学
海外院校,卡塞尔大学
海外院校,肯普滕应用技术大学
海外院校,科布伦茨应用技术大学
海外院校,科隆德国体育学院
海外院校,科隆应用技术大学
海外院校,科隆音乐与舞蹈学院
海外院校,科隆媒体艺术学院
海外院校,科布伦茨-兰道大学
海外院校,开姆尼茨工业大学
海外院校,克劳斯塔尔工业大学
海外院校,科堡应用技术大学
海外院校,科特布斯勃兰登堡工业大学
海外院校,康斯坦茨应用技术大学
海外院校,卡尔斯鲁厄国际应用技术大学
海外院校,莱茵瓦尔应用技术大学
海外院校,莱茵应用技术大学
海外院校,罗伊特林根应用技术大学
海外院校,雷根斯堡天主教教堂音乐和音乐教育学院
海外院校,雷根斯堡应用技术大学
海外院校,罗斯托克音乐和戏剧学院
海外院校,拉芬斯堡-魏恩加腾应用技术大学
海外院校,莱茵曼应用技术大学
海外院校,兰茨胡特应用技术大学
海外院校,莱比锡HHL管理学院
海外院校,莱比锡音乐和戏剧学院
海外院校,莱比锡技术、经济与文化应用技术大学
海外院校,吕贝克应用技术大学
海外院校,吕贝克音乐学院
海外院校,吕贝克大学
海外院校,路德维希港应用技术大学
海外院校,吕讷堡大学
海外院校,鲁尔西区应用技术大学
海外院校,莱茵兰-普法尔茨工业大学
海外院校,路德维希堡公共管理应用技术大学
海外院校,罗森海姆应用技术大学
海外院校,莱比锡平面设计及书籍艺术学院
海外院校,马格德堡-施滕达尔应用技术大学
海外院校,马格德堡大学
海外院校,美因茨应用技术大学
海外院校,美茵茨大学
海外院校,曼海姆应用技术大学
海外院校,梅泽堡应用技术大学
海外院校,米特韦达应用技术大学
海外院校,慕尼黑造型艺术学院
海外院校,慕尼黑音乐和戏剧学院
海外院校,慕尼黑应用技术大学
海外院校,慕尼黑媒体学院
海外院校,慕尼黑商学院
海外院校,明斯特艺术学院
海外院校,慕尼黑国防大学
海外院校,明斯特应用技术大学
海外院校,慕尼黑应用语言学院
海外院校,纽伦堡应用技术大学
海外院校,尼尔廷根-盖斯林根经济与环境应用技术大学
海外院校,纽伦堡音乐学院
海外院校,欧洲应用技术大学
海外院校,普福尔茨海姆应用技术大学
海外院校,帕德伯恩大学
海外院校,帕德博恩经济应用技术大学
海外院校,齐陶/格利茨应用技术大学
海外院校,施特拉尔松德应用技术大学
海外院校,萨尔造型艺术学院
海外院校,萨尔音乐和戏剧学院
海外院校,萨尔布吕肯工程与经济应用技术大学
海外院校,施瓦本格明德设计学院
海外院校,施瓦本格明德教育学院
海外院校,斯图加特自由应用技术大学
海外院校,斯图加特媒体学院
海外院校,斯图加特国立音乐与表演艺术学院
海外院校,斯图加特工程应用技术大学
海外院校,斯图加特设计、艺术与媒体学院
海外院校,斯图加特国立造型艺术学院
海外院校,施马卡尔登应用技术大学
海外院校,特里尔应用技术大学
海外院校,特里尔大学
海外院校,特罗辛根国立音乐学院
海外院校,图宾根大学
海外院校,魏恩施蒂芬·特里斯多夫应用技术大学
海外院校,维尔道工程应用技术大学
海外院校,维斯马应用技术大学
海外院校,维滕/黑尔德克大学
海外院校,沃尔姆斯应用技术大学
海外院校,维尔茨堡-施韦因富特应用技术大学
海外院校,维尔茨堡音乐学院
海外院校,魏玛李斯特音乐学院
海外院校,魏玛包豪斯大学
海外院校,威斯特法伦州SRH应用技术大学
海外院校,沃尔姆应用技术大学
海外院校,西海岸应用技术大学
海外院校,希尔德斯海姆/霍尔茨明登/哥廷根应用技术大学
海外院校,希尔德斯海姆大学
海外院校,西南法伦应用技术大学
海外院校,下莱茵应用技术大学
海外院校,新勃兰登堡应用技术大学
海外院校,西法伦应用技术大学
海外院校,伊尔梅瑙工业大学
海外院校,英戈尔施塔特应用技术大学
海外院校,耶拿应用技术大学
海外院校,亚琛应用技术大学
海外院校,中部黑森应用技术大学
海外院校,奥廖尔国立大学
海外院校,阿尔马维尔语言社会学院
海外院校,阿尔泰国立医科大学
海外院校,阿斯特拉罕国立大学
海外院校,阿穆尔国立大学
海外院校,阿穆尔国立人文师范大学
海外院校,奥伦堡国立大学
海外院校,阿穆尔河畔共青城国立大学
海外院校,阿斯特拉罕国立技术大学
海外院校,阿尔泰国立师范大学
海外院校,阿列赫姆国立大学
海外院校,阿尔泰国立农业大学
海外院校,阿玛维尔国立师范大学
海外院校,阿尔泰国立人文师范大学
海外院校,奥伦堡国立农业大学
海外院校,阿穆尔国立医学院
海外院校,奥廖尔国立经济与贸易大学
海外院校,奥伦堡国立师范大学
海外院校,奥廖尔国立文化学院
海外院校,阿尔泰国立技术大学
海外院校,阿斯特拉罕国立音乐学院
海外院校,阿迪格国立大学
海外院校,布拉茨克国立大学
海外院校,巴什基尔国立农业大学
海外院校,布里亚特国立农业学院
海外院校,彼得罗扎沃茨克国立大学
海外院校,北方（北极）联邦大学
海外院校,贝加尔国立大学
海外院校,奔萨国立大学
海外院校,彼得罗夫国家肿瘤医学研究中心
海外院校,彼得罗扎沃茨克国立音乐学院
海外院校,彼尔姆国立人文师范大学
海外院校,彼尔姆国家研究型大学
海外院校,彼尔姆国家研究型理工大学
海外院校,别尔哥罗德国立工艺大学
海外院校,别尔哥罗德国立文化艺术学院
海外院校,布拉戈维申斯克国立师范大学
海外院校,布里亚特国立大学
海外院校,布良斯克国立技术大学
海外院校,别尔哥罗德国立农业大学
海外院校,滨海国立农业学院
海外院校,别尔哥罗德合作、经济与法律大学
海外院校,北方国立医科大学
海外院校,巴什基尔国立师范大学
海外院校,别尔哥罗德国立国家研究型大学
海外院校,布良斯克国立大学
海外院校,波罗的海国立技术大学
海外院校,北奥赛梯国立大学
海外院校,巴什科尔托斯坦共和国总统巴什基尔国家行政与管理学院
海外院校,车里雅宾斯克国立文化学院
海外院校,楚瓦什国立大学
海外院校,楚瓦什国立师范大学
海外院校,车里雅宾斯克国立大学
海外院校,东方经济法律人文学院
海外院校,达吉斯坦国立技术大学
海外院校,东西伯利亚国立工艺与管理大学
海外院校,东西伯利亚国立文化学院
海外院校,顿河国立技术大学
海外院校,达吉斯坦国立大学
海外院校,东方国家学院
海外院校,达吉斯坦国立师范大学
海外院校,达吉斯坦国立人民经济大学
海外院校,俄罗斯科学院物理技术研究所
海外院校,俄罗斯科学院俄罗斯文学研究所
海外院校,俄罗斯国立知识产权学院
海外院校,鄂木斯克国立大学
海外院校,俄罗斯科学院高尔基世界文学研究所
海外院校,俄罗斯国家研究型医科大学
海外院校,俄罗斯工艺大学MIREA
海外院校,俄罗斯科学院国家与法研究所
海外院校,俄罗斯国立专业艺术学院
海外院校,俄罗斯戏剧艺术学院
海外院校,俄罗斯国立柯西金大学
海外院校,俄罗斯新大学
海外院校,俄罗斯联邦外交部外交学院
海外院校,俄罗斯科学院西伯利亚分院新西伯利亚有机化学研究所
海外院校,俄罗斯国家科学院西伯利亚分院中西伯利亚植物园
海外院校,俄罗斯科学院远东分院太平洋生物有机化学研究所
海外院校,俄罗斯联邦武装力量防空军事学院
海外院校,俄罗斯国家小剧院高等戏剧学院
海外院校,俄罗斯联邦卫生与社会发展部莫斯科国立谢东诺夫第一医科大学
海外院校,鄂木斯克国立农业大学
海外院校,俄罗斯科学院西伯利亚分院蒙古学、佛学与藏学研究所
海外院校,俄罗斯科学院西伯利亚分院核物理研究所
海外院校,俄罗斯科学院数学研究所
海外院校,俄罗斯科学院远东分院远东人民历史、考古与民俗学研究所
海外院校,鄂木斯克人文学院
海外院校,俄罗斯格涅辛音乐学院
海外院校,俄罗斯国际旅游学院
海外院校,俄罗斯国立谢尔戈·奥尔忠尼启则地质勘探大学
海外院校,俄罗斯国立法律大学
海外院校,俄罗斯国立农业大学
海外院校,俄罗斯国立舞台艺术学院
海外院校,俄罗斯国立职业师范大学
海外院校,俄罗斯合作大学
海外院校,俄罗斯交通大学
海外院校,俄罗斯科学院语言学研究所
海外院校,俄罗斯联邦总统俄罗斯国民经济和国务学院
海外院校,鄂木斯克国立交通大学
海外院校,鄂木斯克国立师范大学
海外院校,俄罗斯科学院西伯利亚分院油气地质学与地球物理学研究所
海外院校,俄罗斯伊斯兰学院
海外院校,俄罗斯科学院乌拉尔分院经济研究所
海外院校,俄罗斯艺术科学院莫斯科国立苏里科夫美术学院
海外院校,俄罗斯联邦内务部圣彼得堡大学
海外院校,俄罗斯科学院生物有机化学研究所
海外院校,俄罗斯联邦卫生部莫斯科国立谢东诺夫第一医科大学（谢东诺夫大学）
海外院校,俄罗斯教育科学院教育管理研究所
海外院校,俄罗斯国立石油天然气大学（国家研究型大学）
海外院校,俄罗斯科学院合成高分子材料研究所
海外院校,俄罗斯国立旅游与服务大学
海外院校,俄罗斯武装力量总参谋部军事学院
海外院校,俄罗斯科学院应用物理研究所
海外院校,俄罗斯国立水文气象大学
海外院校,俄罗斯联邦经济发展部全俄外贸学院
海外院校,俄罗斯科学院设计与工艺信息学学院
海外院校,俄罗斯科学院远东分院自动化与过程控制研究所
海外院校,俄罗斯联邦民防、紧急情况和消除自然灾害后果部国家消防学院
海外院校,俄罗斯海关学院
海外院校,俄罗斯科学院西伯利亚分院伊尔库茨克科学中心
海外院校,俄罗斯科学院基因生物学研究所
海外院校,俄罗斯国立师范大学
海外院校,俄罗斯科学院应用数学研究所
海外院校,俄罗斯艺术史研究院
海外院校,俄罗斯科学院斯拉夫学研究所
海外院校,伏尔加国立服务大学
海外院校,伏尔加国立体育、运动与旅游大学
海外院校,伏尔加地区肉奶制品生产与加工科研所
海外院校,符拉迪沃斯托克国立大学
海外院校,弗拉基米尔国立大学
海外院校,伏尔加格勒国立技术大学
海外院校,伏尔加格勒国立社会-师范大学
海外院校,伏尔加格勒国立医科大学
海外院校,符拉迪沃斯托克国立经济与服务大学
海外院校,伏尔加塔季谢夫大学（学院）
海外院校,伏尔加国立电信与信息大学
海外院校,伏尔加格勒国立艺术与文化学院
海外院校,伏尔加格勒国立体育学院
海外院校,国立人文科学学术大学
海外院校,高尔基文学院
海外院校,格罗兹尼国立石油技术大学
海外院校,国家研究型大学“莫斯科电子技术学院”
海外院校,高加索人民友谊学院
海外院校,国立土地规划大学
海外院校,国家研究型高等经济大学
海外院校,国家研究型大学“莫斯科动力学院”
海外院校,国立管理大学
海外院校,国家研究型核技术大学“莫斯科物理工程学院”
海外院校,国立普希金俄语学院
海外院校,国际设计与服务学院
海外院校,公共行政学院
海外院校,国立社会人文大学
海外院校,国家研究型大学-伊尔库茨克国立理工大学
海外院校,国家研究型莫斯科国立建筑大学
海外院校,国立人文科学大学
海外院校,国家研究型托姆斯克国立大学
海外院校,国际创新大学
海外院校,国家研究型下诺夫哥罗德国立大学
海外院校,高能物理研究所
海外院校,国立海事大学
海外院校,国家研究型大学莫斯科电子技术学院
海外院校,国立音乐师范学院
海外院校,哈巴罗夫斯克国立经济与法律大学
海外院校,哈巴罗夫斯克国立文化学院
海外院校,后贝加尔国立大学
海外院校,哈卡斯国立大学
海外院校,加里宁格勒国立技术大学
海外院校,军事大学
海外院校,继续教育学院
海外院校,喀山国立建筑工程大学
海外院校,克拉斯诺亚尔斯克国立医科大学
海外院校,勘察加国立大学
海外院校,克拉斯诺亚尔斯克国立师范大学
海外院校,克麦罗沃国立文化学院
海外院校,空军教学科研中心茹可夫加加林空军学院
海外院校,库班国立大学
海外院校,库尔干国立大学
海外院校,喀山（伏尔加沿岸）联邦大学
海外院校,喀山国立音乐学院
海外院校,卡尔梅克国立大学
海外院校,库班国立体育、运动与旅游大学
海外院校,勘察加国立技术大学
海外院校,库班国立工艺大学
海外院校,库尔斯克国立大学
海外院校,库兹巴斯国立技术大学
海外院校,库兹涅佐夫海军学院
海外院校,喀山创新大学
海外院校,克拉斯诺亚尔斯克国立农业大学
海外院校,喀山国家研究型工艺大学
海外院校,喀山国立文化学院
海外院校,卡卢加国立大学
海外院校,克拉斯诺达尔国立文化学院
海外院校,喀山图波列夫国家研究型技术大学
海外院校,列宁格勒普希金国立大学
海外院校,梁赞国立大学
海外院校,罗斯托夫国立音乐学院
海外院校,联邦研究中心俄罗斯科学院应用数学研究所
海外院校,陆军教学科研中心“俄罗斯联邦武装力量朱可夫勋章多兵种合成学院”
海外院校,利佩茨克国立技术大学
海外院校,陆军教学科研中心“俄罗斯联邦武装力量多兵种合成学院”
海外院校,利佩茨克国立师范大学
海外院校,罗斯托夫国立交通大学
海外院校,莫斯科物理技术学院（国家研究型大学）
海外院校,莫斯科国立心理学与教育大学
海外院校,莫斯科国立国际关系学院（大学）
海外院校,莫斯科国立体育学院
海外院校,莫斯科维特大学
海外院校,莫斯科国立民航技术大学
海外院校,马里国立大学
海外院校,莫斯科国立技术大学（斯坦金）
海外院校,莫斯科国立建筑大学
海外院校,莫斯科国立口腔医科大学
海外院校,莫斯科国立文化学院
海外院校,莫斯科航空学院（国家研究型大学）
海外院校,莫斯科建筑学院（国立学院）
海外院校,莫斯科汽车公路国立技术大学
海外院校,莫斯科人文大学
海外院校,莫斯科市立师范大学
海外院校,莫斯科通信与信息技术大学
海外院校,莫斯科州国立大学
海外院校,马格尼托哥尔斯克国立音乐学院
海外院校,米丘林国立农业大学
海外院校,莫尔多瓦国立研究大学
海外院校,莫斯科柴柯夫斯基国立音乐学院
海外院校,马格尼托戈尔斯克国立技术大学
海外院校,莫斯科金融工业大学
海外院校,莫斯科国立施尼特凯音乐学院
海外院校,莫斯科国际学院
海外院校,莫斯科国立法律大学
海外院校,莫斯科国立舞蹈学院
海外院校,莫斯科鲍曼国立技术大学（国家研究型大学）
海外院校,莫斯科国立轻工学院
海外院校,莫斯科金融法律大学
海外院校,莫尔多瓦国立大学
海外院校,莫斯科劳动红旗勋章国立文化学院
海外院校,莫斯科国立技术与管理大学（第一哥萨克大学）
海外院校,南乌拉尔柴柯夫斯基国立艺术学院
海外院校,南俄罗斯国立技术大学（新切尔卡斯克工学院）
海外院校,南联邦大学
海外院校,南乌拉尔国立人文师范大学
海外院校,南乌拉尔国立大学（国家研究型大学）
海外院校,南俄罗斯人文学院
海外院校,涅维尔斯基国立海事大学
海外院校,诺夫哥罗德国立大学
海外院校,普斯科夫国立大学
海外院校,皮亚季戈尔斯克国立大学
海外院校,全俄国立司法大学
海外院校,秋明工业大学
海外院校,秋明国立大学
海外院校,全俄药用与芳香植物科研所
海外院校,切列波韦茨国立大学
海外院校,人文教育与信息技术学院
海外院校,萨马拉国立社会-师范大学
海外院校,圣彼得堡国立电信大学
海外院校,圣彼得堡国立林业技术大学
海外院校,斯摩棱斯克人文大学
海外院校,萨马拉公共管理大学（国际市场学院）
海外院校,社会教育学院
海外院校,斯摩棱斯克国立艺术学院
海外院校,圣彼得堡列宾美术学院
海外院校,斯科尔科沃科学与技术学院
海外院校,苏尔吉古特国立大学
海外院校,圣彼得堡国立兽医大学
海外院校,圣彼得堡国立海洋技术大学
海外院校,圣彼得堡国立航空航天仪表大学
海外院校,圣彼得堡国立音乐学院
海外院校,圣彼得堡巴甫洛夫国立医科大学
海外院校,萨玛拉国立经济大学
海外院校,瑟克特夫卡尔国立大学
海外院校,萨拉托夫国立法学院
海外院校,萨哈林国立大学
海外院校,圣彼得堡巴甫洛夫国立第一医科大学
海外院校,圣彼得堡彼得大帝理工大学
海外院校,斯塔夫罗波尔国立农业大学
海外院校,圣彼得堡国立马卡洛夫元帅河海舰队大学
海外院校,萨马拉国家研究型大学
海外院校,圣彼得堡国立工业美术学院
海外院校,圣彼得堡国立工业技术与设计大学
海外院校,斯摩棱斯克国立大学
海外院校,圣彼得堡国立文化学院
海外院校,圣彼得堡国立技术学院（技术大学）
海外院校,圣彼得堡国立体育、运动与健康大学
海外院校,圣彼得堡技术、管理与经济大学
海外院校,圣彼得堡列宁国立电子技术大学“LETI”
海外院校,萨拉托夫国家研究型国立大学
海外院校,萨拉托夫国立音乐学院
海外院校,圣彼得堡国立经济大学
海外院校,圣彼得堡工会人文大学
海外院校,圣彼得堡国立农业大学
海外院校,萨马拉人文学院
海外院校,商务职业学院
海外院校,托姆斯克控制系统与无线电电子学国立大学
海外院校,托姆斯克国家研究型理工大学
海外院校,特维尔国立技术大学
海外院校,托姆斯克国立建筑大学
海外院校,坦波夫国立音乐师范学院
海外院校,图瓦国立大学
海外院校,太平洋国立医科大学
海外院校,太平洋国立大学
海外院校,坦波夫国立技术大学
海外院校,图拉国立大学
海外院校,图拉国立师范大学
海外院校,陶里亚蒂国立大学
海外院校,特维尔国立大学
海外院校,托姆斯克国立师范大学
海外院校,托姆斯克理工大学
海外院校,维亚特卡国立大学
海外院校,沃罗涅日高等技术学院
海外院校,沃罗涅日国立师范大学
海外院校,乌德穆尔特国立大学
海外院校,乌拉尔国立交通大学
海外院校,乌拉尔国立经济大学
海外院校,乌拉尔国立矿业大学
海外院校,乌拉尔国立师范大学
海外院校,乌拉尔国立音乐学院
海外院校,乌里扬诺夫斯克国立师范大学
海外院校,乌法国立艺术学院
海外院校,沃罗涅日国立工程技术大学
海外院校,乌拉尔国立农业大学
海外院校,沃罗涅什国立农业大学
海外院校,乌里扬诺夫斯克国立大学
海外院校,沃罗涅什国立林业技术大学
海外院校,乌拉尔国立体育大学
海外院校,乌赫塔国立技术大学
海外院校,西伯利亚国立交通大学
海外院校,西伯利亚国立科技大学
海外院校,西南国立大学
海外院校,下诺夫哥罗德国立建筑大学
海外院校,新西伯利亚国立农业大学
海外院校,西伯利亚国立地球系统与技术大学
海外院校,新西伯利亚国立医科大学
海外院校,西伯利亚国立水运大学
海外院校,下诺夫哥罗德格林卡国立音乐学院
海外院校,西伯利亚消费合作大学
海外院校,西北国立医科大学
海外院校,西伯利亚商业、管理与心理学学院
海外院校,新西伯利亚国立技术大学
海外院校,新西伯利亚国立经济与管理大学
海外院校,新西伯利亚国立师范大学
海外院校,西伯利亚国立体育与运动大学
海外院校,下诺夫哥罗德国立师范大学
海外院校,下诺夫哥罗德国立语言大学
海外院校,新西伯利亚国立建筑大学
海外院校,现代艺术学院
海外院校,新西伯利亚国家研究型国立大学
海外院校,西伯利亚国立电信与信息大学
海外院校,新西伯利亚国立音乐学院
海外院校,西伯利亚商业与信息技术学院
海外院校,伊尔库茨克国立医科大学
海外院校,雅罗斯拉夫尔国立大学
海外院校,雅罗斯拉夫尔国立技术大学
海外院校,因纳波利斯大学
海外院校,伊热夫斯克国立技术大学
海外院校,叶列茨基国立大学
海外院校,伊尔库茨克国立大学
海外院校,伊万诺沃国立大学
海外院校,远东国立交通大学
海外院校,远东国立农业大学
海外院校,远东国立艺术学院
海外院校,远东国立渔业技术大学
海外院校,远东国立体育学院
海外院校,眼病科学研究所
海外院校,尤戈尔斯克国立大学
海外院校,雅罗斯拉夫尔国立师范大学
海外院校,伊尔库茨克国立交通大学
海外院校,伊万诺沃国立理工大学
海外院校,伊尔库茨克国立农业大学
海外院校,伊热夫斯克国立农学院
海外院校,朱可夫空天防御军事学院
海外院校,朱可夫勋章与列宁勋章苏联元帅布琼尼红旗军事通信学院
海外院校,厄瓜多尔伊比利亚美洲大学
海外院校,瓜亚基尔圣地亚哥天主教大学
海外院校,基多圣弗朗西斯科大学
海外院校,昆卡大学
海外院校,马纳比技术大学
海外院校,南马纳比国立大学
海外院校,圣灵专业大学
海外院校,UTE大学
海外院校,YACHAY实验技术研究大学
海外院校,斐济大学
海外院校,斐济国立大学
海外院校,南太平洋大学
海外院校,阿尔松别墅尼斯国立高等艺术学院
海外院校,奥尔良高等艺术与设计学院
海外院校,艾克斯-普罗旺斯高等艺术学院
海外院校,Ascencia商学院
海外院校,安地列斯大学
海外院校,阿莱斯国立高等矿业学院
海外院校,阿尔图瓦大学
海外院校,埃夫里大学
海外院校,艾克斯－马赛大学
海外院校,昂热高等农业学院
海外院校,昂热大学
海外院校,奥尔良大学
海外院校,昂热高等美术学院
海外院校,安纳西高等艺术学院
海外院校,埃米尔·科尔学院
海外院校,奥尔良大学综合理工学院
海外院校,艾代克高等商业学院（北方高等商业学院）
海外院校,昂热高等商业科学学院
海外院校,阿尔比-加莫国立高等矿业学院
海外院校,艾克斯-马赛大学综合理工学院
海外院校,Autograf 设计学院
海外院校,阿维尼翁大学
海外院校,阿维尼翁高等艺术学院
海外院校,艾万西提技术、商业与社会学院
海外院校,AFIP培训学院
海外院校,ARTFX数字艺术学院
海外院校,昂热国家现代舞中心
海外院校,波城高等商业学院
海外院校,巴黎贝尔维尔国立高等建筑学院
海外院校,北加莱海峡敦刻尔克图尔宽高等艺术学院
海外院校,巴黎HEC高等商学院
海外院校,巴黎东大学
海外院校,巴黎商学院
海外院校,巴黎塞尔吉国立高等艺术学院
海外院校,布列塔尼-布雷斯特高等商业学院
海外院校,巴黎高等电子学院
海外院校,巴黎文理研究大学 - 巴黎天文台
海外院校,巴黎第七大学工程师学院
海外院校,巴黎第十一大学综合理工学院
海外院校,巴黎高等视听制作学院
海外院校,贝尔福高等商业技术学院
海外院校,巴黎高等音乐师范学院
海外院校,布列塔尼欧洲高等艺术学院
海外院校,巴黎-马拉盖国立高等建筑学院
海外院校,比利牛斯山波城-塔尔博高等艺术学院
海外院校,滨海大学敦刻尔克国际高等商学院
海外院校,波尔多自然与农业食品科学学院
海外院校,巴黎国际商业拓展学院
海外院校,巴黎企业创建者与领导者商业学院
海外院校,巴黎－塞纳国立高等建筑学院
海外院校,贝桑松高等美术学院
海外院校,巴黎高等管理与金融学院
海外院校,巴黎第六大学综合理工学院
海外院校,波城大学国立高等工业科技工程学院
海外院校,布勒学院
海外院校,波尔多国立高等建筑与景观学院
海外院校,巴斯克地区高等艺术学院
海外院校,巴黎国际剪裁学院
海外院校,巴黎平面艺术高等职业学院
海外院校,布列塔尼大西洋管理学院
海外院校,巴黎摄影学院
海外院校,布尔日国立高等美术学院
海外院校,巴黎索邦北大学
海外院校,布列塔尼-卢瓦尔河现场表演高等教育中心
海外院校,布雷斯特高等商学院
海外院校,巴黎拉维莱特国立高等建筑学院
海外院校,巴黎萨克雷大学综合理工学院
海外院校,巴黎EFAP传播学院
海外院校,波尔多高等美术学院
海外院校,北欧高等矿业电信学院
海外院校,巴黎第九大学 - 巴黎文理研究大学
海外院校,巴黎PPA商学院
海外院校,巴黎地球物理学院
海外院校,巴黎学院
